,name,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,end_time,ms_played,artist_name
0,Drag Me Down,3pDek256ZgaPcii9t9o4dv,0.711,0.729,8,-4.462,1,0.0822,0.0542,0.0,0.0822,0.363,138.099,2023-11-06 20:12,382568,One Direction
1,Balam Pichkari,18e3XXYCv4Tx8uUl1mP3CN,0.732,0.944,0,-4.115,1,0.09,0.209,0.0,0.401,0.957,120.02,2023-10-30 16:08,1963538,Pritam
2,Ilahi,5cgKosPPj5Cs9a2JQufUc1,0.593,0.967,9,-5.767,1,0.0907,0.166,2.54e-05,0.105,0.452,131.988,2023-11-22 11:53,729122,Pritam
3,Badtameez Dil,4eu27jAU2bbnyHUC3G75U8,0.806,0.932,2,-2.228,0,0.0684,0.24,0.0,0.216,0.792,106.021,2023-11-06 08:40,874733,Pritam
4,Kabira,3jJ5HgLRNydtLRghjWVaCG,0.611,0.612,2,-7.978,1,0.114,0.441,0.0,0.18,0.898,171.841,2023-11-27 15:22,2516152,Pritam
5,Subhanallah,0GQngE2rOYvlKwEQjTAsP8,0.302,0.493,9,-5.038,1,0.0451,0.455,0.0,0.134,0.457,88.904,2023-11-28 02:43,721989,Pritam
6,Dilliwaali Girlfriend,3W1XPf7mvuQcWQB7U7MbTM,0.687,0.941,6,-5.23,0,0.0583,0.0811,2.93e-06,0.0697,0.909,138.048,2023-10-08 10:35,847007,Pritam
7,Ghagra,5YY8EsBdUYAg1NJQIvgCEj,0.706,0.919,8,-5.21,1,0.174,0.223,0.0,0.319,0.701,101.94,2023-11-22 12:37,801046,Pritam
8,Kabira (Encore),0aK5fBopIfyEf8dcaFq7yl,0.599,0.972,5,-4.67,0,0.103,0.00023,0.255,0.166,0.125,127.994,2023-08-23 18:57,540876,Pritam
9,Ilahi (Reprise),5wdkKS3kWXBU9bklLVsAFs,0.568,0.921,9,-4.558,1,0.0771,0.277,3.59e-06,0.151,0.647,131.903,2023-03-17 05:24,214796,Pritam
10,Udd Gaye,5ZsAhuQ24mWHiduaxJqnhW,0.595,0.817,11,-6.187,0,0.0474,0.000712,0.0386,0.142,0.483,144.961,2024-02-08 11:56,1082478,Ritviz
11,Jab Koi Baat - Recreated,43GfQ1SC17rBWiHkOtdwK8,0.667,0.621,5,-5.697,1,0.0271,0.47,4.15e-05,0.13,0.451,106.032,2023-03-17 05:32,192228,Atif Aslam
12,Maan Meri Jaan,1418IuVKQPTYqt7QNJ9RXN,0.698,0.505,6,-8.242,0,0.0356,0.354,0.0,0.0995,0.396,95.868,2024-01-07 12:02,1522753,King
13,Chaand Baaliyan,0snQrp1VaY5Pj1YIHRJpRJ,0.729,0.396,0,-8.98,1,0.0359,0.796,0.0,0.104,0.886,97.281,2024-02-08 18:52,212795,Aditya A
14,Kamariya,5HJvDTnAaDWqhsE841I1QR,0.337,0.963,7,-2.93,1,0.296,0.284,0.0,0.281,0.405,62.481,2023-03-17 05:38,80433,Aastha Gill
15,Love You Zindagi,6k3XXCE1ZzwevQlxf8dNaw,0.688,0.701,3,-7.505,1,0.0298,0.06,0.0301,0.271,0.385,110.019,2023-11-21 14:17,1188135,Amit Trivedi
16,Senorita,3TAhWtQnpoL5Vl9VQPl9fU,0.701,0.681,9,-6.442,1,0.0466,0.134,0.0,0.064,0.81,122.539,2024-01-21 01:42,245666,Farhan Akhtar
17,Lonely Together (feat. Rita Ora),75NhhYjHO43mvZgYtnXgti,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,2024-03-14 13:43,3375604,Avicii
18,Meant to Be (feat. Florida Georgia Line),4e4fqjx0Izh4svvTef1z7e,0.642,0.772,10,-6.61,1,0.0848,0.0476,0.0,0.0646,0.589,153.995,2023-12-02 09:03,1285089,Bebe Rexha
19,Happy Now,4keoy2fqgwGnbWlm3ZVZFa,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,2023-11-08 03:10,619417,Zedd
20,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",6FuGJB290AQMAHTfjOYVaK,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988,2024-03-16 09:47,1567607,24kGoldn
21,Entammede Jimikki Kammal,2n46SeXId7o9WvXTFgRO8B,0.461,0.495,9,-8.121,0,0.293,0.12,0.000194,0.0642,0.888,180.022,2024-03-13 15:30,818528,Vineeth Sreenivasan
22,Bijlee Bijlee,1iZLpuGMr4tn1F5bZu32Kb,0.795,0.67,1,-5.313,0,0.143,0.269,0.0,0.0733,0.643,100.004,2024-01-29 05:55,518638,Harrdy Sandhu
23,"Mere Yaaraa (From ""Sooryavanshi"")",0tpwqQhdfJXRcUDSNRjb9O,0.324,0.539,2,-8.076,1,0.038,0.713,3.15e-05,0.118,0.486,120.526,2023-12-02 08:51,655249,Arijit Singh
24,I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,2023-11-24 13:05,489504,OneRepublic
25,Manja,6o1o5SVSqVPLKAnZxRQz4x,0.772,0.471,2,-7.611,1,0.0281,0.551,0.00182,0.131,0.521,106.041,2023-11-04 13:13,736087,Amit Trivedi
26,Kar Gayi Chull,3BhjbaGeI7E0CiIjctfdD3,0.827,0.737,11,-5.473,0,0.0764,0.0316,0.000322,0.211,0.873,121.99,2023-11-15 09:16,1100490,Badshah
27,Naagin,7gAyu0od48mkaCw1laPKVC,0.807,0.5,9,-10.361,1,0.0581,0.0335,8.73e-06,0.0967,0.243,97.09,2023-10-28 19:31,437786,Vayu
28,Scars To Your Beautiful,42ydLwx4i5V49RXHOozJZq,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,2023-09-23 08:45,743899,Alessia Cara
29,Can I Be Him,0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,2023-10-28 07:37,639781,James Arthur
30,"Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,2023-12-17 12:15,885214,Hailee Steinfeld
31,Thoda Thoda Pyar,1GS0ShNbM4dpgmH7gaqIfe,0.646,0.976,5,-3.805,0,0.0815,0.442,2.65e-05,0.33,0.909,91.99,2023-12-01 11:57,1383350,Sunidhi Chauhan
32,Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,2023-11-24 14:56,1368049,G-Eazy
33,Mehrama,6cUOiOY5qh2FpIQWIYAd2h,0.56,0.631,7,-9.032,1,0.0334,0.861,0.0133,0.0985,0.376,107.987,2024-03-16 09:42,1703667,Pritam
34,Wellerman - Sea Shanty,54OBgO0Xwu20Jak9TMXbR7,0.675,0.359,3,-5.157,1,0.108,0.614,0.0,0.137,0.792,191.903,2023-10-25 01:46,161415,Nathan Evans
35,Photograph,6CgNoAbFJ4Q4Id4EjtbXlC,0.717,0.32,3,-8.393,1,0.0283,0.83,0.0,0.107,0.322,107.946,2023-11-15 08:55,375914,Ed Sheeran
36,Demons,5qaEfEh1AtSdrdrByCP7qR,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,2024-03-16 10:18,773125,Imagine Dragons
37,Cold Water,4crR8rhNoWAa149MtZO2Ws,0.606,0.803,6,-5.12,0,0.0457,0.0696,0.0,0.157,0.525,92.966,2023-11-18 06:28,661059,Major Lazer
38,Soviet Connection — The Theme from Grand Theft Auto IV,5AAXvrvpClghVZIvk5wPqf,0.471,0.608,0,-7.73,0,0.0533,0.218,0.206,0.13,0.628,146.048,2023-11-22 12:02,286240,Michael Hunter
39,Memories,4cktbXiXOapiLBMprHFErI,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,2024-03-16 10:16,451802,Maroon 5
40,What Is Love,5iV54XjRdRSTttMv8SNCy9,0.695,0.793,10,-7.219,0,0.036,0.0365,0.737,0.0463,0.631,99.594,2023-11-22 12:32,433694,Chase Goehring
41,MOOD 4 EVA (feat. Oumou Sangaré),7oqftogUN82Q7VNy2TmTJW,0.608,0.709,7,-6.175,1,0.374,0.119,0.0,0.337,0.709,105.742,2023-11-04 15:41,445062,Beyoncé
42,Sunroof (feat. 24kGoldn),0u0eGWwyJmOVoG6ld4uNm0,0.77,0.686,10,-6.568,1,0.046,0.324,0.0,0.185,0.89,131.478,2024-03-16 08:29,2347174,Nicky Youre
43,Señorita,0TK2YIli7K1leLovkQiNik,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,2024-01-26 12:22,933728,Shawn Mendes
44,Jalebi Baby,6GKGoi0FHzldk1ZRQoV1fv,0.68,0.895,2,-7.144,1,0.0378,0.0156,0.000374,0.145,0.824,93.037,2023-11-22 06:55,461842,Tesher
45,One Dance,5ZKG94fnjiuMH5yrC5S9lS,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,2024-03-11 03:38,3122211,Drake
46,Yahin Hoon Main,5SKVkR6VYFfz3GJ8BsnG06,0.687,0.901,2,-6.452,1,0.117,0.0151,1.25e-05,0.617,0.852,93.015,2023-07-03 05:47,125302,Rochak Kohli
47,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,2023-10-27 16:22,573702,Shawn Mendes
48,Play Date,4DpNNXFMMxQEKl7r0ykkWA,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,2023-07-03 05:54,456091,Melanie Martinez
49,Same Beef,65c6VCikt7f5sAS1heoYQC,0.779,0.854,9,-4.958,1,0.219,0.0462,0.0,0.21,0.379,91.992,2024-02-20 05:13,1706407,Bohemia
50,In the Name of Love,23L5CiUhw2jV1OIMwthR3S,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,2023-11-24 16:19,551253,Martin Garrix
51,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",20ZP3Om9DvDazXrNUC7WM2,0.654,0.798,0,-4.084,1,0.0451,0.188,0.0,0.15,0.574,92.207,2024-02-25 21:59,2511983,Rudimental
